date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:56:34	46358/46358	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:49%20GMT	https://colorlib.com//polygon/admindek/default/dt-ajax.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-ajax.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:34	44529/44529	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:59%20GMT	https://colorlib.com//polygon/admindek/default/dt-server-side.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-server-side.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:35	103617/103617	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:59%20GMT	https://colorlib.com//polygon/admindek/default/dt-plugin.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-plugin.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:35	47798/47798	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:51%20GMT	https://colorlib.com//polygon/admindek/default/dt-data-sources.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-data-sources.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:35	74365/74365	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:52%20GMT	https://colorlib.com//polygon/admindek/default/dt-ext-autofill.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-ext-autofill.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:36	85030/85030	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:53%20GMT	https://colorlib.com//polygon/admindek/default/dt-ext-basic-buttons.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-ext-basic-buttons.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:36	56867/56867	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:54%20GMT	https://colorlib.com//polygon/admindek/default/dt-ext-buttons-html-5-data-export.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-ext-buttons-html-5-data-export.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:36	75642/75642	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:55%20GMT	https://colorlib.com//polygon/admindek/default/dt-ext-col-reorder.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-ext-col-reorder.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:37	78476/78476	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:55%20GMT	https://colorlib.com//polygon/admindek/default/dt-ext-fixed-columns.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-ext-fixed-columns.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:37	67656/67656	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:56%20GMT	https://colorlib.com//polygon/admindek/default/dt-ext-fixed-header.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-ext-fixed-header.html	(from https://colorlib.com//polygon/admindek/default/index.html)
